,bop date,eop date,day count,bop XLV price,eop XLV price,bop VHT price,eop VHT price,eop VHT / eop XLV,bop VHT / XLV moving avg,eop VHT / XLV moving avg,eop XLV unit price,eop VHT / eop VHT,bop VHT / VHT moving avg,eop VHT / VHT moving avg,eop VHT unit price,XLV unit price pct diff,VHT unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,XLV shares per unit,bop XLV shares,eop XLV shares,eop XLV shares bought,eop XLV shares sold,eop XLV shares traded,VHT shares per unit,bop VHT shares,eop VHT shares,eop VHT shares bought,eop VHT shares sold,eop VHT shares traded,XLV daily commission,VHT daily commission,daily total commissions,XLV cop,XLV pct cop,XLV daily position pnl,VHT cop,VHT pct cop,VHT daily position pnl,daily position pnl,short XLV investment amount,long XLV investment amount,XLV investment amount,daily XLV borrow cost,short VHT investment amount,long VHT investment amount,VHT investment amount,daily VHT borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,138.55,,253.63,1.830602670516059,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,138.55,139.24,253.63,254.84,1.8302212008043666,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6899999999999977,0.004967791634250793,,1.210000000000008,0.004759385151730943,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,139.24,139.12,254.84,254.65,1.830434157561817,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.12000000000000455,-0.0008621928972105696,,-0.18999999999999773,-0.0007458439176738081,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,139.12,140.35,254.65,257.46,1.8344139650872817,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,1.2299999999999898,0.008802432761863776,,2.809999999999974,0.010974314900874508,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,140.35,140.33,257.46,257.55,1.8353167533670633,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.01999999999998181,-0.0001425110448469759,,0.09000000000003183,0.0003495077801060144,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,140.33,140.97,257.55,258.36,1.832730368163439,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6399999999999864,0.0045503100197895685,,0.8100000000000023,0.0031400851526778243,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,140.97,140.87,258.36,257.84,1.8303400298147225,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.09999999999999432,-0.0007096225106185671,,-0.5200000000000387,-0.0020147236570896955,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,140.87,140.52,257.84,257.2,1.830344434955878,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.3499999999999943,-0.002487651874589126,,-0.6399999999999864,-0.0024852451437179937,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,140.52,139.68,257.2,255.77,1.8311139747995417,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.8400000000000034,-0.005995735306334268,,-1.4299999999999784,-0.005575389220772093,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,139.68,139.4,255.77,254.89,1.8284791965566713,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.28000000000000114,-0.002006593764868558,,-0.8800000000000239,-0.003446523601189391,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-01-17,2024-01-18,1,139.4,139.38,254.89,254.99,1.829459032859808,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.020000000000010232,-0.00014348231605082663,,0.10000000000002274,0.00039224916169361635,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-01-18,2024-01-19,1,139.38,139.46,254.99,255.27,1.8304173239638606,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.0800000000000125,0.0005738057824919055,,0.28000000000000114,0.0010974798263792113,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-01-19,2024-01-22,3,139.46,140.07,255.27,256.58,1.8317983865210252,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6099999999999852,0.0043644758580905895,,1.3099999999999739,0.005118698291618433,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-01-22,2024-01-23,1,140.07,139.97,256.58,256.37,1.8316067728799028,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.09999999999999432,-0.0007141837184008068,,-0.20999999999997954,-0.00081879330044785,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-01-23,2024-01-24,1,139.97,138.69,256.37,254.06,1.831855216670272,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-1.2800000000000011,-0.009186887264310696,,-2.3100000000000023,-0.009051253925431598,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-01-24,2024-01-25,1,138.69,138.48,254.06,253.8,1.8327556325823227,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.21000000000000796,-0.0015153158002899887,,-0.2599999999999909,-0.001023904315027317,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-01-25,2024-01-26,1,138.48,139.27,253.8,255.0,1.8309758023982192,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.7900000000000205,0.0056885841970468155,,1.1999999999999886,0.004716989878138867,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-01-26,2024-01-29,3,139.27,140.25,255.0,257.15,1.8335115864527627,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.9799999999999898,0.007012049337805022,,2.1499999999999773,0.008396027062498944,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-01-29,2024-01-30,1,140.25,140.57,257.15,257.24,1.8299779469303552,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.3199999999999932,0.002279040940868743,,0.09000000000003183,0.0003499290457373019,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-01-30,2024-01-31,1,140.57,140.38,257.24,256.64,1.8281806525146032,,1.8312267552699986,,1.0,,1.0,,,,,True,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.18999999999999773,-0.0013525540413990471,,-0.6000000000000227,-0.0023351765885128418,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-01-31,2024-02-01,1,140.38,142.2,256.64,260.0,1.828410689170183,1.8312267552699986,1.8311171562027049,260.4004445993938,1.0,1.0,1.0,260.0,0.0015389866883726662,0.0,0.0015389866883726662,False,True,False,0,-1,705.0,0.0,-705.0,0.0,705.0,-705.0,385.0,0.0,385.0,385.0,-0.0,385.0,-3.525,-1.925,-5.45,1.8199999999999932,0.012881486066865113,0.0,3.3600000000000136,0.013007306337378045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.45,-5.45,-5.45
21,2024-02-01,2024-02-02,1,142.2,141.99,260.0,259.49,1.8275230650045777,1.8311171562027049,1.8309822494127155,260.0003250092221,1.0,1.0,1.0,259.49,0.0019647148322616275,0.0,0.0019647148322616275,False,True,False,-1,-1,705.0,-705.0,-705.0,0.0,-0.0,0.0,385.0,385.0,385.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.20999999999997954,-0.001477884782874054,148.04999999998557,-0.5099999999999909,-0.0019634647975735214,-196.3499999999965,-48.300000000010925,-100250.99999999999,0.0,-100250.99999999999,-2.78475,0.0,100100.0,100100.0,0.0,-150.99999999998545,200351.0,-100250.99999999999,-2.78475,-51.08475000001093,-56.53475000001093,-56.53475000001093
22,2024-02-02,2024-02-05,3,141.99,142.43,259.49,260.06,1.8258793793442392,1.8309822494127155,1.8307545105018364,260.7868017838531,1.0,1.0,1.0,260.06,0.0027908484917588882,0.0,0.0027908484917588882,False,True,False,-1,-1,705.0,-705.0,-705.0,0.0,-0.0,0.0,385.0,385.0,385.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.4399999999999977,0.003094018360228384,-310.1999999999984,0.5699999999999932,0.002194207405219571,219.44999999999737,-90.75000000000102,-100102.95000000001,0.0,-100102.95000000001,-8.341912500000001,0.0,99903.65000000001,99903.65000000001,0.0,-199.3000000000029,200006.60000000003,-100102.95000000001,-8.341912500000001,-99.09191250000103,-155.62666250001195,-155.62666250001195
23,2024-02-05,2024-02-06,1,142.43,143.98,260.06,263.15,1.827684400611196,1.8307545105018364,1.8304180322780321,263.5920344220544,1.0,1.0,1.0,263.15,0.0016783719427461074,0.0,0.0016783719427461074,False,True,False,-1,-1,696.0,-705.0,-696.0,9.0,-0.0,9.0,380.0,385.0,380.0,0.0,5.0,-5.0,-0.045,-0.025,-0.07,1.549999999999983,0.010823750094661983,-1092.749999999988,3.089999999999975,0.011811838176614093,1189.6499999999903,96.90000000000236,-100413.15000000001,0.0,-100413.15000000001,-2.789254166666667,0.0,100123.1,100123.1,0.0,-290.0500000000029,200536.25,-100413.15000000001,-2.789254166666667,94.0407458333357,-61.58591666667624,-61.58591666667624
24,2024-02-06,2024-02-07,1,143.98,144.37,263.15,263.51,1.8252407009766571,1.8304180322780321,1.8299142296585118,264.2574513199795,1.0,1.0,1.0,263.51,0.002832504421591687,0.0,0.002832504421591687,False,True,False,-1,-1,694.0,-696.0,-694.0,2.0,-0.0,2.0,379.0,380.0,379.0,0.0,1.0,-1.0,-0.01,-0.005,-0.015,0.3900000000000148,0.002705047600566557,-271.4400000000103,0.36000000000001364,0.0013671061256575385,136.80000000000518,-134.6400000000051,-100210.07999999999,0.0,-100210.07999999999,-2.7836133333333333,0.0,99996.99999999999,99996.99999999999,0.0,-213.08000000000175,200207.07999999996,-100210.07999999999,-2.7836133333333333,-137.43861333333842,-199.02453000001466,-199.02453000001466
25,2024-02-07,2024-02-08,1,144.37,144.12,263.51,263.45,1.8279905634193727,1.8299142296585118,1.8296772394213086,263.72723877838473,1.0,1.0,1.0,263.45,0.0010517859404750413,0.0,0.0010517859404750413,False,True,False,-1,-1,695.0,-694.0,-695.0,0.0,1.0,-1.0,380.0,379.0,380.0,1.0,-0.0,1.0,-0.005,-0.005,-0.01,-0.25,-0.0017331627618307013,173.5,-0.060000000000002274,-0.00022772127015060304,-22.74000000000086,150.75999999999914,-100192.78,0.0,-100192.78,-2.783132777777778,0.0,99870.29,99870.29,0.0,-322.49000000000524,200063.07,-100192.78,-2.783132777777778,147.96686722222137,-51.0576627777933,-51.0576627777933
26,2024-02-08,2024-02-09,1,144.12,144.01,263.45,263.45,1.8293868481355462,1.8296772394213086,1.8296295803373497,263.49181924906264,1.0,1.0,1.0,263.45,0.0001587243510489728,0.0,0.0001587243510489728,False,False,True,-1,0,695.0,-695.0,0.0,695.0,-0.0,695.0,380.0,380.0,0.0,0.0,380.0,-380.0,-3.475,-1.9000000000000001,-5.375,-0.11000000000001364,-0.0007635442706012805,76.45000000000948,0.0,0.0,0.0,76.45000000000948,-100163.40000000001,0.0,-100163.40000000001,-2.782316666666667,0.0,100111.0,100111.0,0.0,-52.40000000000873,200274.40000000002,-100163.40000000001,-2.782316666666667,68.29268333334281,17.23502055554951,0.0
27,2024-02-09,2024-02-12,3,144.01,144.2,263.45,264.25,1.8325242718446604,1.8296295803373497,1.829738572181789,263.8325854846458,1.0,1.0,1.0,264.25,-0.0015808686510756726,0.0,-0.0015808686510756726,False,False,True,0,0,692.0,0.0,0.0,0.0,-0.0,0.0,378.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.18999999999999773,0.0013184832415574625,0.0,0.8000000000000114,0.003032028095052225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
28,2024-02-12,2024-02-13,1,144.2,142.86,264.25,261.35,1.8294134117317653,1.829738572181789,1.8296535440284,261.3964524218904,1.0,1.0,1.0,261.35,0.0001777244849674646,0.0,0.0001777244849674646,False,False,True,0,0,701.0,0.0,0.0,0.0,-0.0,0.0,383.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.339999999999975,-0.009336095124022104,-0.0,-2.8999999999999773,-0.011035119591416098,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
29,2024-02-13,2024-02-14,1,142.86,144.1,261.35,263.86,1.831089521165857,1.8296535440284,1.8297840602588593,263.65307569449243,1.0,1.0,1.0,263.86,-0.0007845277232165829,0.0,-0.0007845277232165829,False,False,True,0,0,693.0,0.0,0.0,0.0,-0.0,0.0,379.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.2399999999999807,0.008642373278649819,0.0,2.509999999999991,0.009558154296699733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
30,2024-02-14,2024-02-15,1,144.1,145.15,263.86,265.99,1.8325180847399243,1.8297840602588593,1.8299370128528651,265.59315634657344,1.0,1.0,1.0,265.99,-0.0014930635871745013,0.0,-0.0014930635871745013,False,False,True,0,0,688.0,0.0,0.0,0.0,-0.0,0.0,376.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.0500000000000114,0.007260187465162502,0.0,2.1299999999999955,0.00804005463443465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
31,2024-02-15,2024-02-16,1,145.15,145.62,265.99,266.66,1.831204504875704,1.8299370128528651,1.8299763718984572,266.47542781163423,1.0,1.0,1.0,266.66,-0.0006924026658569144,0.0,-0.0006924026658569144,False,False,True,0,0,686.0,0.0,0.0,0.0,-0.0,0.0,375.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.46999999999999886,0.003232798495926003,0.0,0.6700000000000159,0.0025157245972473705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
32,2024-02-16,2024-02-20,4,145.62,145.13,266.66,265.47,1.8291876248880317,1.8299763718984572,1.8298458338168075,265.5844708536231,1.0,1.0,1.0,265.47,0.00043110777398024694,0.0,0.00043110777398024694,False,False,False,0,0,690.0,0.0,0.0,0.0,-0.0,0.0,377.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.4900000000000091,-0.003370596484293541,-0.0,-1.1899999999999977,-0.004472598739943912,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
33,2024-02-20,2024-02-21,1,145.13,145.45,265.47,266.06,1.8292196631144726,1.8298458338168075,1.829726478328536,266.15107652865464,1.0,1.0,1.0,266.06,0.0003422571741188357,0.0,0.0003422571741188357,False,False,False,0,0,688.0,0.0,0.0,0.0,-0.0,0.0,376.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.3199999999999932,0.002202492458939183,0.0,0.589999999999975,0.0022200073083910895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
34,2024-02-21,2024-02-22,1,145.45,147.16,266.06,269.14,1.8288937211198695,1.829726478328536,1.8295784035510163,269.2625485508274,1.0,1.0,1.0,269.14,0.0004552302112000921,0.0,0.0004552302112000921,False,False,False,0,0,681.0,0.0,0.0,0.0,-0.0,0.0,372.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.710000000000008,0.011688045295362968,0.0,3.079999999999984,0.01150984305763554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
35,2024-02-22,2024-02-23,1,147.16,147.86,269.14,270.43,1.828959826863249,1.8295784035510163,1.8293886132650623,270.5214627490533,1.0,1.0,1.0,270.43,0.0003381551071514775,0.0,0.0003381551071514775,False,False,False,0,0,677.0,0.0,0.0,0.0,-0.0,0.0,370.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.700000000000017,0.004745449892380534,0.0,1.2900000000000205,0.004781594446840797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
36,2024-02-23,2024-02-26,3,147.86,147.1,270.43,269.29,1.8306594153636984,1.8293886132650623,1.8293727939133362,269.10306501129065,1.0,1.0,1.0,269.29,-0.0006944182916522803,0.0,-0.0006944182916522803,False,False,True,0,0,679.0,0.0,0.0,0.0,-0.0,0.0,371.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.7600000000000193,-0.005153252521562245,-0.0,-1.1399999999999864,-0.004224418940719047,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
37,2024-02-26,2024-02-27,1,147.1,146.74,269.29,269.62,1.837399482077143,1.8293727939133362,1.8295671886945553,268.442163778843,1.0,1.0,1.0,269.62,-0.004378074437480833,0.0,-0.004378074437480833,False,False,True,0,0,679.0,0.0,0.0,0.0,-0.0,0.0,371.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.3599999999999852,-0.0024503143215434766,-0.0,0.3299999999999841,0.0012246944434009881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
38,2024-02-27,2024-02-28,1,146.74,146.01,269.62,267.97,1.835285254434628,1.8295671886945553,1.8298325540697689,267.135105221292,1.0,1.0,1.0,267.97,-0.003120491462486317,0.0,-0.003120491462486317,False,False,True,0,0,682.0,0.0,0.0,0.0,-0.0,0.0,373.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.7300000000000182,-0.004987200772375756,-0.0,-1.6499999999999773,-0.006138526316351536,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
39,2024-02-28,2024-02-29,1,146.01,144.82,267.97,265.41,1.8326888551305072,1.8298325540697689,1.830057964200564,264.9963504803839,1.0,1.0,1.0,265.41,-0.0015597460441500518,0.0,-0.0015597460441500518,True,False,True,0,0,690.0,0.0,0.0,0.0,-0.0,0.0,377.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.1899999999999977,-0.008183520552797944,-0.0,-2.5600000000000023,-0.009599233783162195,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
40,2024-02-29,2024-03-01,1,144.82,146.34,265.41,268.5,1.8347683476834769,1.830057964200564,1.8303758471262288,267.8106824811106,1.0,1.0,1.0,268.5,-0.0025705917147920984,0.0,-0.0025705917147920984,False,False,True,0,0,681.0,0.0,0.0,0.0,-0.0,0.0,372.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.5200000000000102,0.010441089495209296,0.0,3.089999999999975,0.011575113785515047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
41,2024-03-01,2024-03-04,3,146.34,146.12,268.5,267.92,1.833561456337257,1.8303758471262288,1.8306777666928629,267.45451878208456,1.0,1.0,1.0,267.92,-0.001738899850022092,0.0,-0.001738899850022092,False,False,True,0,0,683.0,0.0,0.0,0.0,-0.0,0.0,373.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.21999999999999886,-0.0015044795288021433,-0.0,-0.5799999999999841,-0.0021624854629702173,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
42,2024-03-04,2024-03-05,1,146.12,145.03,267.92,265.76,1.8324484589395296,1.8306777666928629,1.8310062206726276,265.5031965034659,1.0,1.0,1.0,265.76,-0.0009667656943892504,0.0,-0.0009667656943892504,False,False,True,0,0,688.0,0.0,0.0,0.0,-0.0,0.0,376.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.0900000000000034,-0.0074875843549231155,-0.0,-2.160000000000025,-0.008094782620964488,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
43,2024-03-05,2024-03-06,1,145.03,146.02,265.76,267.59,1.8325571839474042,1.8310062206726276,1.8312498598394378,267.3635283426171,1.0,1.0,1.0,267.59,-0.0008466966153648532,0.0,-0.0008466966153648532,False,False,True,0,0,685.0,0.0,0.0,0.0,-0.0,0.0,374.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.9900000000000091,0.006802981055781175,0.0,1.829999999999984,0.006862312483069473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
44,2024-03-06,2024-03-07,1,146.02,146.7,267.59,269.01,1.8337423312883436,1.8312498598394378,1.831674941355022,268.6443544384455,1.0,1.0,1.0,269.01,-0.0013601512380834926,0.0,-0.0013601512380834926,False,False,True,0,0,681.0,0.0,0.0,0.0,-0.0,0.0,372.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.6799999999999784,0.004646086520996221,0.0,1.420000000000016,0.005292595284011549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
45,2024-03-07,2024-03-08,1,146.7,146.43,269.01,268.53,1.8338455234583075,1.831674941355022,1.8319676893569685,268.21216166261587,1.0,1.0,1.0,268.53,-0.0011843242332601842,0.0,-0.0011843242332601842,False,False,True,0,0,681.0,0.0,0.0,0.0,-0.0,0.0,372.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.2699999999999818,-0.0018421865817700976,-0.0,-0.4800000000000182,-0.0017859140811087096,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
46,2024-03-08,2024-03-11,3,146.43,146.35,268.53,267.97,1.8310215237444485,1.8319676893569685,1.832049423137414,268.10847133739236,1.0,1.0,1.0,267.97,0.0005166084738547112,0.0,0.0005166084738547112,False,False,False,0,0,683.0,0.0,0.0,0.0,-0.0,0.0,373.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0800000000000125,-0.0005464854292710656,-0.0,-0.5599999999999454,-0.002087605604390703,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23502055554951,0.0
47,2024-03-11,2024-03-12,1,146.35,147.03,267.97,269.0,1.8295585934843228,1.832049423137414,1.8319011392193971,269.366226683894,1.0,1.0,1.0,269.0,0.001360511570868921,0.0,0.001360511570868921,False,True,False,0,-1,682.0,0.0,-682.0,0.0,682.0,-682.0,372.0,0.0,372.0,372.0,-0.0,372.0,-3.41,-1.86,-5.2700000000000005,0.6800000000000068,0.004635634451671021,0.0,1.0299999999999727,0.003836345655272535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2700000000000005,11.965020555549511,-5.27
48,2024-03-12,2024-03-13,1,147.03,146.46,269.0,268.03,1.8300559879830667,1.8319011392193971,1.8319332680319622,268.3002408500729,1.0,1.0,1.0,268.03,0.001007740576084823,0.0,0.001007740576084823,False,True,False,-1,-1,683.0,-682.0,-683.0,0.0,1.0,-1.0,373.0,372.0,373.0,1.0,-0.0,1.0,-0.005,-0.005,-0.01,-0.5699999999999932,-0.003884293956642037,388.73999999999535,-0.9700000000000273,-0.0036124650573228115,-360.84000000001015,27.899999999985198,-100274.46,0.0,-100274.46,-2.785401666666667,0.0,100068.0,100068.0,0.0,-206.4600000000064,200342.46000000002,-100274.46,-2.785401666666667,25.104598333318528,37.069618888868035,0.0
49,2024-03-13,2024-03-14,1,146.46,145.94,268.03,266.7,1.8274633410990817,1.8319332680319622,1.8317519590286235,267.3523411365846,1.0,1.0,1.0,266.7,0.0024429869912648496,0.0,0.0024429869912648496,False,True,False,-1,-1,687.0,-683.0,-687.0,0.0,4.0,-4.0,375.0,373.0,375.0,2.0,-0.0,2.0,-0.02,-0.01,-0.03,-0.5200000000000102,-0.0035567752954497726,355.160000000007,-1.329999999999984,-0.004974483356547764,-496.08999999999406,-140.92999999998705,-100032.18000000001,0.0,-100032.18000000001,-2.778671666666667,0.0,99975.18999999999,99975.18999999999,0.0,-56.99000000001979,200007.37,-100032.18000000001,-2.778671666666667,-143.73867166665372,-106.66905277778568,-143.73867166665372
50,2024-03-14,2024-03-15,1,145.94,145.36,266.7,265.84,1.8288387451843695,1.8317519590286235,1.8315679920508459,266.26346476440074,1.0,1.0,1.0,265.84,0.0015916635836545597,0.0,0.0015916635836545597,False,True,False,-1,-1,689.0,-687.0,-689.0,0.0,2.0,-2.0,376.0,375.0,376.0,1.0,-0.0,1.0,-0.01,-0.005,-0.015,-0.5799999999999841,-0.003982154249558217,398.45999999998907,-0.8600000000000136,-0.0032298071416297673,-322.5000000000051,75.95999999998395,-100260.78,0.0,-100260.78,-2.7850216666666667,0.0,100012.5,100012.5,0.0,-248.27999999999884,200273.28,-100260.78,-2.7850216666666667,73.15997833331728,-33.509074444468396,-70.57869333333643
51,2024-03-15,2024-03-18,3,145.36,144.82,265.84,265.63,1.8342079823228836,1.8315679920508459,1.8317181659232045,265.2476766088035,1.0,1.0,1.0,265.63,-0.0014403448257077377,0.0,-0.0014403448257077377,False,False,True,-1,0,689.0,-689.0,0.0,689.0,-0.0,689.0,376.0,376.0,0.0,0.0,376.0,-376.0,-3.4450000000000003,-1.8800000000000001,-5.325,-0.5400000000000205,-0.00372183212724124,372.0600000000141,-0.20999999999997954,-0.0007902610154061012,-78.9599999999923,293.1000000000218,-100153.04000000001,0.0,-100153.04000000001,-8.346086666666668,0.0,99955.84,99955.84,0.0,-197.20000000001164,200108.88,-100153.04000000001,-8.346086666666668,279.4289133333551,245.91983888888672,0.0
