,bop date,eop date,day count,bop XLC price,eop XLC price,bop VOX price,eop VOX price,eop VOX / eop XLC,bop VOX / XLC moving avg,eop VOX / XLC moving avg,eop XLC unit price,eop VOX / eop VOX,bop VOX / VOX moving avg,eop VOX / VOX moving avg,eop VOX unit price,XLC unit price pct diff,VOX unit price pct diff,unit price pct diff,month end liquidation,go long,exit long,current_position,new_position,XLC shares per unit,bop XLC shares,eop XLC shares,eop XLC shares bought,eop XLC shares sold,eop XLC shares traded,VOX shares per unit,bop VOX shares,eop VOX shares,eop VOX shares bought,eop VOX shares sold,eop VOX shares traded,XLC daily commission,VOX daily commission,daily total commissions,XLC cop,XLC pct cop,XLC daily position pnl,VOX cop,VOX pct cop,VOX daily position pnl,daily position pnl,short XLC investment amount,long XLC investment amount,XLC investment amount,daily XLC borrow cost,short VOX investment amount,long VOX investment amount,VOX investment amount,daily VOX borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,71.98,,116.09,1.6128091136426785,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,71.98,71.74,116.09,115.84,1.6147198215779204,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.2400000000000091,-0.0033398305467482988,,-0.25,-0.0021558237125381785,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,71.74,72.04,115.84,116.29,1.6142420877290393,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.30000000000001137,0.004173048203618914,,0.45000000000000284,0.0038771426675457085,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,72.04,73.16,116.29,118.17,1.6152268999453254,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,1.1199999999999903,0.015427303214909385,,1.8799999999999955,0.01603719434597234,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,73.16,73.01,118.17,117.85,1.61416244350089,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.14999999999999147,-0.002052405454670487,,-0.3200000000000074,-0.0027116362687841598,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,73.01,73.69,117.85,118.99,1.61473741348894,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6799999999999926,0.009270686710913533,,1.1400000000000006,0.009626826584921961,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,73.69,73.45,118.99,118.52,1.6136147038801905,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.23999999999999488,-0.003262202159021531,,-0.46999999999999886,-0.00395773326169761,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,73.45,73.81,118.52,118.89,1.610757349952581,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.35999999999999943,0.004889321162074662,,0.37000000000000455,0.0031169731650889567,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,73.81,73.39,118.89,118.25,1.6112549393650362,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.4200000000000017,-0.005706537224989569,,-0.6400000000000006,-0.00539766849841104,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,73.39,72.94,118.25,117.36,1.6089936934466684,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.45000000000000284,-0.006150501176437292,,-0.8900000000000006,-0.007554893537316081,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-01-17,2024-01-18,1,72.94,73.83,117.36,118.9,1.6104564540159827,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.8900000000000006,0.012127967690539965,,1.5400000000000063,0.013036669862009881,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-01-18,2024-01-19,1,73.83,74.83,118.9,120.66,1.6124548977682747,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,1.0,0.013453721021193025,,1.759999999999991,0.014693869315879455,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-01-19,2024-01-22,3,74.83,74.98,120.66,121.07,1.6146972526006933,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.15000000000000568,0.0020025372154988666,,0.4099999999999966,0.0033922177070331437,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-01-22,2024-01-23,1,74.98,75.72,121.07,122.35,1.615821447437929,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.7399999999999949,0.009820915033356076,,1.2800000000000011,0.01051689916903177,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-01-23,2024-01-24,1,75.72,76.19,122.35,122.99,1.6142538390864942,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.46999999999999886,0.0061878941437961505,,0.6400000000000006,0.00521726136563836,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-01-24,2024-01-25,1,76.19,77.43,122.99,124.97,1.6139739119204441,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,1.240000000000009,0.016144081913714005,,1.980000000000004,0.015970657243373165,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-01-25,2024-01-26,1,77.43,77.68,124.97,125.37,1.613928939237899,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.25,0.0032235215844373744,,0.4000000000000057,0.003195656630241385,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-01-26,2024-01-29,3,77.68,78.33,125.37,126.72,1.6177709689774034,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6499999999999915,0.008332847396077482,,1.3499999999999943,0.010710562938181976,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-01-29,2024-01-30,1,78.33,77.8,126.72,125.65,1.615038560411311,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.5300000000000011,-0.0067892401948012986,,-1.0699999999999932,-0.008479664076514445,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-01-30,2024-01-31,1,77.8,75.88,125.65,122.31,1.6118871903004746,,1.6135400964143087,,1.0,,1.0,,,,,True,False,False,0,0,,,,,,,,,,,,,,,0.0,-1.9200000000000017,-0.02498828611753244,,-3.3400000000000034,-0.026941458490329483,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-01-31,2024-02-01,1,75.88,76.66,122.31,123.52,1.6112705452648057,1.6135400964143087,1.613463167995415,123.6939837911209,1.0,1.0,1.0,123.52,0.0014075564592079008,0.0,0.0014075564592079008,False,False,True,0,0,1307.0,0.0,0.0,0.0,-0.0,0.0,810.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.7800000000000011,0.010226914885595672,0.0,1.2099999999999937,0.009844280777194233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2024-02-01,2024-02-02,1,76.66,79.74,123.52,128.68,1.6137446701780789,1.613463167995415,1.6134144104254233,128.6575530159544,1.0,1.0,1.0,128.68,-0.00017445556499208806,0.0,-0.00017445556499208806,False,False,True,0,0,1254.0,0.0,0.0,0.0,-0.0,0.0,777.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,3.0799999999999983,0.03939128200079995,0.0,5.160000000000011,0.0409256160943597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2024-02-02,2024-02-05,3,79.74,78.62,128.68,126.96,1.6148562706690408,1.6134144104254233,1.613445119572423,126.84664094764679,1.0,1.0,1.0,126.96,-0.0008932710307949346,0.0,-0.0008932710307949346,False,False,True,0,0,1271.0,0.0,0.0,0.0,-0.0,0.0,788.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.1199999999999903,-0.014145221959494523,-0.0,-1.720000000000013,-0.01345662615267209,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2024-02-05,2024-02-06,1,78.62,78.38,126.96,126.99,1.6201837203368206,1.613445119572423,1.6136929605919978,126.46182847208651,1.0,1.0,1.0,126.99,-0.004167831778225949,0.0,-0.004167831778225949,False,True,False,0,1,1270.0,0.0,1270.0,1270.0,-0.0,1270.0,787.0,0.0,-787.0,0.0,787.0,-787.0,-6.3500000000000005,-3.935,-10.285,-0.2400000000000091,-0.003057327222228972,-0.0,0.030000000000001137,0.00023626698278830427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.285,-10.285,-10.285
24,2024-02-06,2024-02-07,1,78.38,78.78,126.99,127.21,1.6147499365321147,1.6136929605919978,1.613722335243559,127.12673143543759,1.0,1.0,1.0,127.21,-0.0006547899477009064,0.0,-0.0006547899477009064,False,False,True,1,0,1268.0,1270.0,0.0,0.0,1270.0,-1270.0,786.0,-787.0,0.0,787.0,-0.0,787.0,-6.3500000000000005,-3.935,-10.285,0.4000000000000057,0.005090364771274596,508.0000000000072,0.21999999999999886,0.001730920967177607,-173.1399999999991,334.8600000000081,0.0,99542.59999999999,99542.59999999999,0.0,-99941.12999999999,0.0,-99941.12999999999,-2.7761424999999997,-398.52999999999884,199483.72999999998,-99941.12999999999,-2.7761424999999997,321.79885750000807,311.51385750000804,0.0
25,2024-02-07,2024-02-08,1,78.78,79.08,127.21,127.7,1.6148204350025293,1.613722335243559,1.6137264863192384,127.61316227106065,1.0,1.0,1.0,127.7,-0.0006802448531479522,0.0,-0.0006802448531479522,False,False,True,0,0,1264.0,0.0,0.0,0.0,-0.0,0.0,783.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.29999999999999716,0.003800840759656396,0.0,0.4900000000000091,0.0038444988703741642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.51385750000804,0.0
26,2024-02-08,2024-02-09,1,79.08,79.17,127.7,127.91,1.6156372363268914,1.6137264863192384,1.6138276129415736,127.75872592189411,1.0,1.0,1.0,127.91,-0.001183360187784901,0.0,-0.001183360187784901,False,False,True,0,0,1262.0,0.0,0.0,0.0,-0.0,0.0,782.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.09000000000000341,0.0011374408809262846,0.0,0.20999999999999375,0.0016431285728080829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.51385750000804,0.0
27,2024-02-09,2024-02-12,3,79.17,79.42,127.91,128.43,1.61709896751448,1.6138276129415736,1.6141446938196686,128.1701890198198,1.0,1.0,1.0,128.43,-0.002025026325641065,0.0,-0.002025026325641065,False,True,False,0,1,1257.0,0.0,1257.0,1257.0,-0.0,1257.0,779.0,0.0,-779.0,0.0,779.0,-779.0,-6.285,-3.895,-10.18,0.25,0.0031527865197630866,0.0,0.5200000000000102,0.004057117213662618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.18,301.33385750000804,-10.180000000000007
