date,FNEY,IYE,VDE,XLE
2025-06-27,,45.41,119.79,42.65
2025-06-30,,45.22,119.12,42.405
2025-07-01,,45.49,119.94,42.73
2025-07-02,,46.26,121.98,43.465
2025-07-03,,46.37,122.22,43.515
2025-07-07,,45.88,120.96,43.095
2025-07-08,,47.02,124.11,44.255
2025-07-09,,46.76,123.41,44.03
2025-07-10,,47.1,124.42,44.365
2025-07-11,,47.3,125.09,44.565
2025-07-14,,46.84,123.8,44.075
2025-07-15,,46.17,121.91,43.44
2025-07-16,,45.74,120.76,43.065
2025-07-17,,46.03,121.63,43.33
2025-07-18,,45.77,120.89,42.98
2025-07-21,,45.17,119.25,42.535
2025-07-22,,45.4,119.96,42.735
2025-07-23,,46.07,121.92,43.405
2025-07-24,,46.42,122.83,43.715
2025-07-25,,46.23,122.23,43.55
2025-07-28,,46.77,123.75,44.045
2025-07-29,,47.23,124.87,44.475
2025-07-30,,46.59,123.16,43.84
2025-07-31,,46.35,122.45,43.605
2025-08-01,,45.57,120.13,42.795
2025-08-04,,45.49,119.94,42.7
2025-08-05,,45.54,120.24,42.755
2025-08-06,,45.13,119.19,42.36
2025-08-07,,44.96,118.67,42.195
2025-08-08,,45.18,119.28,42.465
2025-08-11,,44.83,118.37,42.125
2025-08-12,,45.07,119.09,42.33
2025-08-13,,45.57,120.36,42.82
2025-08-14,,45.52,120.23,42.78
2025-08-15,,45.56,120.07,42.78
2025-08-18,,45.33,119.45,42.525
2025-08-19,,45.32,119.29,42.54
2025-08-20,,45.7,120.35,42.895
2025-08-21,,45.97,121.23,43.19
2025-08-22,,46.91,123.78,44.07
2025-08-25,,47.04,124.17,44.185
2025-08-26,,46.94,123.96,44.115
2025-08-27,,47.45,125.35,44.61
2025-08-28,,47.8,126.31,44.95
2025-08-29,,48.03,126.89,45.195
2025-09-02,,48.12,127.17,45.26
2025-09-03,,47.12,124.48,44.245
2025-09-04,,47.43,125.36,44.54
2025-09-05,,46.55,123.02,43.68
2025-09-08,,46.42,122.71,43.58
2025-09-09,,46.65,123.32,43.79
2025-09-10,,47.46,125.48,44.555
2025-09-11,,47.45,125.46,44.565
2025-09-12,,47.16,124.7,44.3
2025-09-15,,46.99,124.33,44.15
2025-09-16,,47.37,126.49,44.89
2025-09-17,,47.49,126.7,44.995
2025-09-18,,47.33,126.38,44.855
2025-09-19,,46.71,124.63,44.26
2025-09-22,,46.72,124.64,43.835
2025-09-23,,47.49,126.89,44.59
2025-09-24,,48.08,127.44,45.17
2025-09-25,,48.48,128.51,45.575
2025-09-26,,48.91,129.65,45.995
2025-09-29,,48.01,127.2,45.15
2025-09-30,,47.52,125.86,44.67
2025-10-01,,47.56,126.05,44.67
2025-10-02,,47.09,124.72,44.22
2025-10-03,,47.33,125.57,44.455
2025-10-06,,47.55,126.19,44.675
2025-10-07,,47.62,126.42,44.745
2025-10-08,,47.4,125.92,44.485
2025-10-09,,46.76,124.07,43.88
2025-10-10,,45.39,120.37,42.61
2025-10-13,,46.02,122.33,43.19
2025-10-14,,45.95,122.15,43.185
2025-10-15,,46.01,122.24,43.16
2025-10-16,,45.42,120.61,42.64
2025-10-17,,45.72,121.36,42.99
2025-10-20,,46.19,122.71,43.445
2025-10-21,,46.08,122.31,43.345
2025-10-22,,46.65,123.77,43.9
2025-10-23,,47.28,125.73,44.485
2025-10-24,,46.81,124.6,44.035
2025-10-27,,46.97,124.83,44.14
2025-10-28,,46.48,123.65,43.68
2025-10-29,,46.74,124.63,44.005
2025-10-30,,46.47,123.86,43.745
2025-10-31,,46.85,124.54,44.065
2025-11-03,,46.86,124.62,44.07
2025-11-04,,46.37,123.17,43.595
2025-11-05,,46.48,123.34,43.71
2025-11-06,,46.89,124.25,44.135
2025-11-07,,47.58,126.16,44.77
2025-11-10,,48.05,127.37,45.175
2025-11-11,,48.61,129.0,45.765
2025-11-12,,47.97,127.19,45.125
2025-11-13,,48.03,127.28,45.24
2025-11-14,,48.8,129.34,46.01
2025-11-17,,47.95,127.05,45.17
2025-11-18,,48.33,128.15,45.53
2025-11-19,,47.76,126.63,44.94
2025-11-20,,47.21,125.06,44.43
2025-11-21,,47.49,125.79,44.71
2025-11-24,,47.4,125.67,44.585
2025-11-25,,47.14,125.06,44.305
2025-11-26,,47.52,125.97,44.64
2025-11-28,,48.16,127.67,45.225
2025-12-01,,48.56,128.77,45.66
2025-12-02,,47.92,127.21,45.07
2025-12-03,,48.81,129.85,45.915
2025-12-04,,49.0,130.41,46.11
2025-12-05,,48.81,129.79,45.92
2025-12-08,,48.27,128.35,45.42
2025-12-09,,48.53,129.16,45.7
2025-12-10,,49.02,130.26,46.18
2025-12-11,,48.8,129.72,45.96
2025-12-12,,48.31,128.3,45.51
2025-12-15,,47.96,127.27,45.19
2025-12-16,,46.22,123.43,43.81
2025-12-17,,47.17,124.88,44.78
2025-12-18,,46.51,123.11,44.13
2025-12-19,,46.55,123.39,44.13
2025-12-22,,47.08,124.61,44.21
2025-12-23,,47.34,125.4,44.5
2025-12-24,,47.2,124.97,44.37
2025-12-26,,47.02,124.51,44.2
2025-12-29,,47.45,125.67,44.62
2025-12-30,,47.81,126.62,44.96
2025-12-31,,47.53,125.92,44.71
2026-01-02,,48.55,128.66,45.65
2026-01-05,,49.73,131.63,46.89
2026-01-06,,48.44,128.43,45.64
2026-01-07,,47.87,127.1,45.13
2026-01-08,,49.29,130.87,46.55
2026-01-09,,49.39,131.2,46.67
2026-01-12,,49.07,130.48,46.34
2026-01-13,,49.77,132.42,47.0
2026-01-14,,50.84,135.35,48.06
2026-01-15,,50.43,134.23,47.61
2026-01-16,,50.55,134.62,47.69
2026-01-20,,50.42,134.2,47.6
2026-01-21,,51.63,137.68,48.75
2026-01-22,,51.77,137.98,48.91
2026-01-23,,52.06,138.69,49.19
2026-01-26,,52.09,138.69,49.22
2026-01-27,,52.57,140.15,49.67
2026-01-28,,52.98,141.06,50.05
2026-01-29,,53.46,142.64,50.51
2026-01-30,,53.97,143.79,51.05
2026-02-02,,52.98,141.13,50.05
2026-02-03,,54.62,145.49,51.67
2026-02-04,,55.83,148.4,52.83
2026-02-05,,55.19,146.58,52.21
2026-02-06,,56.24,149.89,53.25
2026-02-09,,56.69,151.26,53.64
2026-02-10,,56.64,150.82,53.58
2026-02-11,,58.07,154.69,54.98
2026-02-12,,56.98,151.59,53.98
2026-02-13,,57.41,152.95,54.35
2026-02-17,,56.79,151.14,53.75
2026-02-18,,57.9,154.11,54.78
2026-02-19,,58.29,155.41,55.18
2026-02-20,,58.06,154.75,54.88
2026-02-23,,58.29,155.18,55.15
2026-02-24,,58.28,155.23,55.1
2026-02-25,,57.93,154.61,54.87
2026-02-26,,58.16,155.2,55.05
2026-02-27,,59.06,157.59,55.92
2026-03-02,,60.29,160.89,57.04
2026-03-03,,59.7,159.38,56.52
2026-03-04,,59.37,158.85,56.19
2026-03-05,,59.68,159.56,56.48
2026-03-06,,59.75,159.62,56.57
2026-03-09,,59.5,159.08,56.32
2026-03-10,,58.78,157.15,55.6
2026-03-11,,60.21,160.91,56.98
2026-03-12,,60.71,162.15,57.51
2026-03-13,,60.93,162.78,57.7
2026-03-16,,61.16,163.2,57.9
2026-03-17,,61.45,165.13,58.51
2026-03-18,,61.45,165.23,58.43
2026-03-19,,62.48,167.89,59.36
2026-03-20,,62.42,167.77,59.31
2026-03-23,,63.12,169.43,59.63
2026-03-24,,64.42,172.12,60.84
2026-03-25,,64.15,171.44,60.57
2026-03-26,,65.12,174.14,61.52
2026-03-27,,66.2,176.95,62.56
2026-03-30,,65.5,175.0,61.96
2026-03-31,,64.77,173.04,61.26
2026-04-01,,62.46,166.8,58.97
2026-04-02,,62.83,168.06,59.25
2026-04-06,,63.22,169.13,59.68
2026-04-07,,63.73,170.54,60.16
2026-04-08,,61.56,164.78,58.05
2026-04-09,,60.82,162.73,57.33
2026-04-10,,60.44,161.79,56.94
2026-04-13,,60.6,162.31,57.11
2026-04-14,,59.3,158.69,55.95
2026-04-15,,59.14,158.45,55.76
2026-04-16,,60.05,160.93,56.58
2026-04-17,,58.31,156.07,55.02
2026-04-20,,58.44,156.45,55.07
2026-04-21,,59.25,158.69,55.87
2026-04-22,,59.95,160.75,56.54
2026-04-23,,60.37,162.04,56.98
2026-04-24,,60.31,161.72,56.87
2026-04-27,,60.26,161.89,56.77
2026-04-28,,61.22,164.43,57.71
2026-04-29,,62.58,168.13,59.03
2026-04-30,,63.21,169.58,59.65
2026-05-01,,62.47,167.52,58.85
2026-05-04,,63.02,169.25,59.39
2026-05-05,,63.09,169.23,59.45
2026-05-06,,60.56,162.43,57.0
2026-05-07,,59.4,159.31,55.95
2026-05-08,,59.09,158.38,55.7
2026-05-11,,60.63,162.46,57.17
2026-05-12,,61.02,163.67,57.57
2026-05-13,,61.1,163.61,57.63
2026-05-14,,61.56,164.8,58.07
2026-05-15,,62.96,168.38,59.44
2026-05-18,,64.09,171.5,60.58
2026-05-19,,64.72,173.25,61.29
2026-05-20,,63.28,169.17,59.8
2026-05-21,,62.68,167.28,59.13
2026-05-22,,62.98,168.02,59.49
2026-05-26,,61.39,163.72,57.85
2026-05-27,,60.43,160.84,56.99
2026-05-28,,60.46,160.72,56.95
2026-05-29,,59.84,159.1,56.29
2026-06-01,,60.86,161.83,57.3
2026-06-02,,61.56,163.72,57.96
2026-06-03,,62.38,165.57,58.71
2026-06-04,,62.4,165.86,58.75
2026-06-05,,61.09,162.36,57.67
2026-06-08,,61.76,164.43,58.33
2026-06-09,,60.79,161.56,57.39
2026-06-10,,61.66,164.08,58.25
2026-06-11,,60.53,161.1,57.12
2026-06-12,,60.99,162.34,57.55
2026-06-15,,58.63,156.76,55.55
2026-06-16,,58.37,155.95,55.36
2026-06-17,,57.71,154.28,54.67
2026-06-18,,56.77,151.82,53.77
2026-06-22,,57.53,153.75,54.06
2026-06-23,,57.86,154.68,54.46
2026-06-24,,56.91,150.88,53.57
2026-06-25,,57.5,152.54,54.09
2026-06-26,,57.22,152.07,53.84
2026-06-29,,56.97,151.28,53.58
2026-06-30,,56.59,150.13,53.11
2026-07-01,,56.29,149.33,52.81
2026-07-02,,56.75,150.44,53.22
2026-07-06,,56.67,150.15,53.13
2026-07-07,,58.21,154.33,54.64
2026-07-08,,59.12,156.94,55.6
2026-07-09,,58.32,154.81,54.82
2026-07-10,,58.6,155.5,55.08
2026-07-13,,60.27,160.15,56.74
2026-07-14,,60.5,160.91,56.95
2026-07-15,,60.02,159.42,56.5
2026-07-16,,60.53,160.76,57.02
2026-07-17,,61.25,162.78,57.68
2026-07-20,,61.53,163.48,57.94
2026-07-21,,62.18,165.52,58.5
2026-07-22,,62.94,167.49,59.2
2026-07-23,,63.23,168.17,59.38
2026-07-24,,63.35,168.23,59.62
2026-07-27,,62.04,164.52,58.36
2026-07-28,,61.1,162.02,57.57
2026-07-29,,62.24,165.14,58.65
2026-07-30,,62.56,166.28,58.96
2026-07-31,,63.14,167.97,59.55
2026-08-03,,62.47,165.87,58.79
2026-08-04,,62.25,165.25,58.52
2026-08-05,,60.91,161.57,57.31
2026-08-06,,61.91,164.12,58.16
2026-08-07,,61.23,162.37,57.5
2026-08-10,,63.99,170.07,60.18
2026-08-11,,64.67,171.96,60.93
2026-08-12,,64.8,172.29,61.03
2026-08-13,,64.77,172.3,61.06
2026-08-14,,65.66,174.68,61.91
2026-08-17,,66.26,176.62,62.58
2026-08-18,,67.31,179.21,63.68
2026-08-19,,67.29,179.06,63.58
2026-08-20,,67.48,179.72,63.75
2026-08-21,,67.36,179.58,63.64
2026-08-24,,66.81,177.87,63.11
2026-08-25,,65.73,175.13,62.06
